# Generated by SimCore Ground Collision Exporter.
# Explicit editor-only OBB markers; North=0 and heading is clockwise-positive.
# coordinate_mapping=east:UE_Y/100,north:UE_X/100,up:UE_Z/100
collider_id,semantic,shape,center_e_m,center_n_m,center_u_m,heading_rad,half_length_m,half_width_m,half_height_m,friction,restitution
Curb_East_1_44,curb,obb,96.150000,107.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_45,curb,obb,96.150000,109.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_46,curb,obb,96.150000,111.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_47,curb,obb,96.150000,113.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_48,curb,obb,96.150000,115.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_49,curb,obb,96.150000,117.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_50,curb,obb,96.150000,119.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_51,curb,obb,96.150000,121.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_52,curb,obb,96.150000,123.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_53,curb,obb,96.150000,125.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_North_-1_-1,curb,obb,-41.000000,137.850000,0.120000,1.570796327,35.000000,0.150000,0.120000,0.800000,0.000000
Curb_North_-1_1,curb,obb,41.000000,137.850000,0.120000,1.570796327,35.000000,0.150000,0.120000,0.800000,0.000000
Curb_North_1_-1,curb,obb,-41.000000,146.150000,0.120000,1.570796327,35.000000,0.150000,0.120000,0.800000,0.000000
Curb_North_1_1,curb,obb,41.000000,146.150000,0.120000,1.570796327,35.000000,0.150000,0.120000,0.800000,0.000000
Curb_South_-1,curb,obb,0.000000,-2.150000,0.120000,1.570796327,76.000000,0.150000,0.120000,0.800000,0.000000
Curb_South_1,curb,obb,0.000000,6.150000,0.120000,1.570796327,76.000000,0.150000,0.120000,0.800000,0.000000
Curb_West_-1,curb,obb,-96.150000,72.000000,0.120000,0.000000000,54.000000,0.150000,0.120000,0.800000,0.000000
Curb_West_1,curb,obb,-87.850000,72.000000,0.120000,0.000000000,54.000000,0.150000,0.120000,0.800000,0.000000
